""	"Basal"	"Her2"	"LumA"	"LumB"	"Normal"	"Call"	"Confidence"	"ROR-S (Subtype Only)"	"ROR-S Group (Subtype Only)"	"Proliferation Score"	"ROR-P (Subtype + Proliferation)"	"ROR-P Group (Subtype + Proliferation)"	"ER"	"Her2"
"S98"	"-0.0360777058279371"	"-0.606537156953438"	"0.507616404563676"	"-0.517607153869874"	"0.59740980573543"	"Normal"	"1"	"2.40399884311912"	"low"	"-0.76547339302652"	"-2.93191382983341"	"low"	"-0.88020721822275"	"-0.149277443806612"
"S99"	"0.660216086434574"	"-0.221992797118848"	"-0.545354141656663"	"-0.297671068427371"	"0.121056422569028"	"Basal"	"1"	"58.8200502305204"	"high"	"0.443819488422356"	"61.3478589859751"	"high"	"-3.33640147254753"	"-1.66116646230947"
"S100"	"0.0503061224489796"	"-0.134795918367347"	"0.100510204081633"	"-0.166836734693878"	"0.188979591836735"	"Normal"	"0.81"	"32.4923235007203"	"med"	"-0.076881778174854"	"34.9175618508055"	"med"	"2.64023834145405"	"0.561625140693523"
"S101"	"-0.314765906362545"	"0.361152460984394"	"-0.20499399759904"	"0.609699879951981"	"-0.56187274909964"	"LumB"	"1"	"63.6072418469317"	"high"	"0.137864629544853"	"55.477285879232"	"high"	"-0.702877099793657"	"0.839794054640975"
"S102"	"-0.33469387755102"	"0.474285714285714"	"0.00540816326530612"	"0.246734693877551"	"-0.347857142857143"	"Her2"	"1"	"50.3766060438175"	"med"	"0.0118840611769379"	"46.9211648041417"	"med"	"-0.126542937928563"	"1.10752342872391"
"S103"	"-0.108955582232893"	"0.445762304921969"	"-0.301128451380552"	"0.712941176470588"	"-0.628331332533013"	"LumB"	"1"	"71.5790960112421"	"high"	"0.663783653882302"	"78.7640902239903"	"high"	"0.267021137928397"	"-0.509739884498325"
"S104"	"-0.529605347247515"	"-0.0495420801712271"	"0.324651139165312"	"0.330110462109"	"-0.164953187634992"	"LumB"	"0.98"	"29.8885995691852"	"med"	"0.0178074900695572"	"39.8224268689914"	"med"	"1.85509732293716"	"0.534244792735518"
"S105"	"-0.290056448111159"	"0.598675640468953"	"0.0359313938341294"	"0.0930308293530178"	"-0.231328701693443"	"Her2"	"1"	"48.5866695887717"	"med"	"-0.34761141748152"	"32.3784667504033"	"med"	"-1.47454967838598"	"3.00914167508066"
"S106"	"0.788523409363745"	"-0.0846578631452581"	"-0.54391356542617"	"-0.329363745498199"	"0.193565426170468"	"Basal"	"1"	"60.8802010541064"	"high"	"0.30431293854055"	"56.6963965806598"	"high"	"-3.30268616489205"	"0.101523151752453"
"S107"	"0.304084321475626"	"-0.290777338603425"	"0.147957839262187"	"-0.685111989459815"	"0.522397891963109"	"Normal"	"1"	"20.8283324304425"	"low"	"-0.537537104270178"	"11.7337341386661"	"low"	"-1.72194036765642"	"3.40991894380752"
"S108"	"0.0122448979591837"	"0.58703481392557"	"-0.163313325330132"	"0.0218487394957983"	"-0.172533013205282"	"Her2"	"1"	"56.9824223142998"	"high"	"-0.177160727171675"	"40.8558813114409"	"med"	"-3.68075080364571"	"3.18768583279298"
"S109"	"0.673367346938775"	"0.0272448979591837"	"-0.541836734693877"	"-0.324897959183673"	"0.0672448979591837"	"Basal"	"1"	"61.9396724959184"	"high"	"0.221024918730787"	"54.3061383316421"	"high"	"-3.61997586296282"	"-0.0765312832159752"
"S110"	"0.249285714285714"	"-0.331836734693878"	"0.0872448979591837"	"-0.761632653061224"	"0.716530612244898"	"Normal"	"1"	"21.1919171855942"	"low"	"-0.355768244253113"	"18.8796173634081"	"med"	"-2.51320200702001"	"-0.941892117497801"
"S111"	"-0.286148501953973"	"0.450716456795484"	"-0.142422926617456"	"0.674120712114633"	"-0.61908380373426"	"LumB"	"1"	"63.5460398572195"	"high"	"0.218952371482072"	"59.1065054716147"	"high"	"-0.125620882383478"	"2.94954161864087"
"S112"	"-0.324281495447502"	"0.251530649067676"	"0.119666738731701"	"0.528031885671662"	"-0.319671540825414"	"LumB"	"1"	"47.1283191490435"	"med"	"-0.0213786233827186"	"44.1352027313571"	"med"	"2.75314320670474"	"0.701074812006013"
"S113"	"-0.120288115246098"	"0.771332533013205"	"-0.280768307322929"	"0.410324129651861"	"-0.508091236494598"	"Her2"	"1"	"70.3938829196243"	"high"	"0.192376755194472"	"60.6584002283183"	"high"	"-3.6878433927213"	"2.55060921380426"
"S114"	"-0.466986794717887"	"0.0109003601440576"	"0.549483793517407"	"0.0111884753901561"	"0.05046818727491"	"LumA"	"1"	"16.4322880258174"	"low"	"-0.438031575436164"	"17.7857144832199"	"med"	"-0.218042764531928"	"1.7543014571225"
"S115"	"-0.486194477791116"	"0.0802400960384154"	"0.183193277310924"	"0.612292917166867"	"-0.38765906362545"	"LumB"	"1"	"42.589588621764"	"med"	"0.03960546220468"	"44.9645828472486"	"med"	"3.24072212474603"	"-0.997201769719501"
"S116"	"0.751588035769349"	"-0.159790317607154"	"-0.590749306197965"	"-0.503916127042861"	"0.217021276595745"	"Basal"	"1"	"58.6180181138742"	"high"	"0.455377809755923"	"61.6155411347074"	"high"	"-2.86867269622256"	"-1.22218707128983"
"S117"	"0.69279201042119"	"-0.0831524099001303"	"-0.458423795049935"	"-0.260529743812419"	"0.0269214068606166"	"Basal"	"1"	"58.0352573524303"	"high"	"0.238717389332922"	"53.5494397037147"	"high"	"-3.94263551527839"	"-1.70670775133302"
"S118"	"-0.524033613445378"	"0.410228091236495"	"0.173685474189676"	"0.753181272509004"	"-0.620072028811525"	"LumB"	"1"	"49.9920929224207"	"med"	"-0.104953781333605"	"42.8236716561797"	"med"	"2.67389014196472"	"0.786381458912235"
"S119"	"-0.0267457180500659"	"-0.180500658761528"	"-0.0897233201581027"	"-0.137022397891963"	"-0.0147562582345191"	"Normal"	"0.08"	"39.8247273474386"	"med"	"0.214929937225705"	"48.4777210554825"	"med"	"0.616944426533814"	"-0.48561505195114"
"S120"	"0.0231884057971014"	"0.392226613965744"	"-0.273913043478261"	"-0.0910408432147563"	"-0.171146245059289"	"Her2"	"0.99"	"56.8764506176858"	"high"	"0.00555436536595101"	"47.1273294187357"	"med"	NA	"3.85105270304188"
"S121"	"0.778673469387755"	"-0.12234693877551"	"-0.553265306122449"	"-0.216530612244898"	"0.103367346938776"	"Basal"	"1"	"62.5530311328932"	"high"	"0.256044029354977"	"55.2279728316632"	"high"	"-4.05714207297887"	"-1.15395065903573"
"S122"	"-0.148523409363746"	"0.273373349339736"	"-0.25656662665066"	"0.394189675870348"	"-0.422136854741897"	"LumB"	"1"	"61.6774292016101"	"high"	"0.41195828149632"	"64.9860432365511"	"high"	"0.639932448705882"	"-0.696525589824297"
"S123"	"-0.301032412965186"	"0.380648259303721"	"-0.103673469387755"	"0.522016806722689"	"-0.430876350540216"	"LumB"	"1"	"58.2949166471859"	"high"	"0.0206661376820021"	"49.3238849705498"	"med"	"0.78767619522653"	"0.278333578888367"
"S124"	"0.579927971188475"	"0.101848739495798"	"-0.658295318127251"	"0.00993997599039616"	"-0.247635054021609"	"Basal"	"1"	"72.9976883942659"	"high"	"0.592401263663677"	"72.9616433052301"	"high"	"-3.917164909656"	"-1.6088104304575"
"S125"	"-0.45594237695078"	"0.161776710684274"	"-0.00139255702280912"	"0.741464585834334"	"-0.549099639855942"	"LumB"	"1"	"53.747021575256"	"high"	"0.159030966601836"	"53.1976872332147"	"high"	"1.47318560263111"	"0.40992723271209"
"S126"	"-0.310816326530612"	"-0.0102040816326531"	"0.321224489795918"	"0.343979591836735"	"-0.186530612244898"	"LumB"	"0.98"	"31.9232280056423"	"med"	"-0.30822973961483"	"27.2533603049052"	"med"	"0.582174745773582"	"0.969490294995982"
"S127"	"-0.220696393274751"	"0.0726789155422755"	"0.00331098868415146"	"0.442641192118937"	"-0.359595082500056"	"LumB"	"1"	"48.413681307265"	"med"	"0.299749168792309"	"56.2628308600168"	"high"	"1.196463640344"	"-0.726907471366736"
"S128"	"-0.38765906362545"	"0.12"	"0.168019207683073"	"0.331380552220888"	"-0.267418967587035"	"LumB"	"0.98"	"39.5925501316009"	"med"	"-0.164305141128847"	"35.6958686303285"	"med"	"1.30282580480778"	"1.29921412268324"
"S129"	"0.123457382953181"	"0.423769507803121"	"-0.102521008403361"	"0.0265546218487395"	"-0.0304921968787515"	"Her2"	"1"	"52.6972955179436"	"med"	"-0.0223082259030366"	"45.0277725573211"	"med"	"-0.796762537542527"	"4.24654405491236"
"S130"	"-0.286914765906363"	"-0.112412965186074"	"0.234285714285714"	"0.29171668667467"	"-0.244081632653061"	"LumB"	"0.96"	"33.2725308705882"	"med"	"-0.0318249969553743"	"38.0958715975627"	"med"	"0.957121388467291"	"1.34401325141305"
"S131"	"0.018469387755102"	"-0.296734693877551"	"0.277857142857143"	"-0.170510204081633"	"0.26734693877551"	"LumA"	"0.95"	"22.5463818406963"	"low"	"-0.365452751152418"	"20.1032310872699"	"med"	"0.0901962465712892"	"0.84289139552274"
"S132"	"-0.404657863145258"	"0.0991596638655462"	"0.293637454981993"	"0.343289315726291"	"-0.272316926770708"	"LumB"	"0.98"	"34.1944910789351"	"med"	"-0.327795316459098"	"27.679958646404"	"med"	"1.62425645146362"	"0.385748865081891"
"S133"	"-0.0292436974789916"	"0.780840336134454"	"-0.4215606242497"	"0.29296518607443"	"-0.46343337334934"	"Her2"	"1"	"74.8582219268696"	"high"	"0.28157750616938"	"65.1729867094123"	"high"	"-4.06461943075609"	"2.79659771207217"
"S134"	"-0.0137755102040816"	"0.811428571428571"	"-0.364081632653061"	"0.327040816326531"	"-0.45969387755102"	"Her2"	"1"	"73.5705604542617"	"high"	"0.266397647357922"	"64.3702901672166"	"high"	"-2.22862572459761"	"3.37123489320043"
"S135"	"0.770351526364477"	"-0.259019426456984"	"-0.470629047178538"	"-0.396623496762257"	"0.259944495837188"	"Basal"	"1"	"54.0702423172988"	"high"	"0.225385396264503"	"50.9241491913994"	"med"	NA	"-1.19317639583834"
"S136"	"-0.111836734693878"	"0.497755102040816"	"-0.17469387755102"	"0.108061224489796"	"-0.199387755102041"	"Her2"	"1"	"56.9717285912365"	"high"	"-0.0792794504092179"	"44.6683462412883"	"med"	"-3.77596761570176"	"-0.566035142630149"
"S137"	"-0.279807923169268"	"0.362016806722689"	"-0.113853541416567"	"0.558223289315726"	"-0.522208883553421"	"LumB"	"1"	"59.1542055491561"	"high"	"0.293874958509296"	"60.3744939919323"	"high"	"0.00419355227218531"	"0.840571569854653"
"S138"	"-0.304297719087635"	"0.505594237695078"	"-0.204705882352941"	"0.800912364945979"	"-0.646482593037215"	"LumB"	"1"	"68.9630359924299"	"high"	"0.532403628309462"	"73.4719378837543"	"high"	"1.14765633475779"	"1.20112444696651"
"S139"	"-0.318469387755102"	"0.535816326530612"	"-0.028265306122449"	"0.371530612244898"	"-0.34030612244898"	"Her2"	"1"	"54.8420999861945"	"high"	"-0.047453303450536"	"46.1589053784764"	"med"	"1.55026837427604"	"3.39131132031991"
"S140"	"0.673219241443108"	"-0.127890841813136"	"-0.411887141535615"	"-0.202012025901943"	"-0.0107539315448659"	"Basal"	"1"	"56.3315248815095"	"high"	"0.197775997303905"	"51.3755174003977"	"med"	NA	"0.223878534739799"
"S141"	"-0.108571428571429"	"0.757406962785114"	"-0.336470588235294"	"0.529987995198079"	"-0.67625450180072"	"Her2"	"1"	"74.5576920894852"	"high"	"0.612633606414214"	"78.5986653701337"	"high"	"-2.44483078210318"	"1.64726821260163"
"S142"	"0.656182472989196"	"-0.0586314525810324"	"-0.626986794717887"	"-0.118463385354142"	"-0.107515006002401"	"Basal"	"1"	"67.5766800007344"	"high"	"0.238004484664391"	"56.4364915252367"	"high"	"-3.35898128467614"	"-1.37476505933596"
"S143"	"-0.303721488595438"	"0.385642256902761"	"-0.109723889555822"	"0.713421368547419"	"-0.568211284513806"	"LumB"	"1"	"61.8062289820775"	"high"	"0.173996444989468"	"56.6501912686642"	"high"	"1.64719739448342"	"0.336672811134947"
"S144"	"-0.35625450180072"	"0.456518607442977"	"-0.0921488595438175"	"0.736470588235294"	"-0.584921968787515"	"LumB"	"1"	"62.2424360216934"	"high"	"0.213186210873285"	"58.7310049423954"	"high"	"2.02478446404286"	"-0.700163049748667"
"S145"	"-0.121824729891957"	"-0.142665066026411"	"0.193373349339736"	"-0.0571908763505402"	"0.0752460984393758"	"LumA"	"0.82"	"29.5082462176965"	"med"	"-0.231985939184681"	"28.2923442053529"	"med"	"3.44147475359015"	"-0.416302472943779"
"S146"	"0.774117647058824"	"-0.0741896758703481"	"-0.620648259303721"	"-0.246002400960384"	"0.0311644657863145"	"Basal"	"1"	"65.5372405484923"	"high"	"0.473837083106238"	"64.8774697638522"	"high"	"-2.99881052932714"	"-0.459575466465935"
"S147"	"0.234861944777911"	"0.465450180072029"	"-0.402641056422569"	"-0.077358943577431"	"-0.199135654261705"	"Her2"	"1"	"64.5638959999435"	"high"	"-0.0475923737096567"	"47.1044204217209"	"med"	"-4.09412038913341"	"3.52012596271411"
"S148"	"0.124285714285714"	"0.256326530612245"	"-0.366938775510204"	"0.115714285714286"	"-0.32765306122449"	"Her2"	"0.92"	"62.697467419928"	"high"	"0.457863309817922"	"66.264290394817"	"high"	"-1.28452245493917"	"1.75784386511303"
"S149"	"0.814285714285714"	"-0.284897959183673"	"-0.391734693877551"	"-0.516428571428571"	"0.309081632653061"	"Basal"	"1"	"48.6345189267707"	"med"	"-0.0661274325101249"	"37.5203892376191"	"med"	"-2.68635995675422"	"-1.07171072366103"
"S150"	"-0.238991596638655"	"0.405426170468187"	"-0.115678271308523"	"0.6184393757503"	"-0.52499399759904"	"LumB"	"1"	"61.0756056876774"	"high"	"0.479812048906224"	"68.4985302269192"	"high"	"0.328119139781253"	"0.160334412031069"
"S151"	"0.10530612244898"	"-0.0685714285714286"	"0.0696938775510204"	"-0.503571428571429"	"0.326224489795918"	"Normal"	"0.98"	"29.3827967673469"	"med"	"-0.202774478227267"	"28.8272212672817"	"med"	"-2.1831517240874"	"0.187273865415075"
"S152"	"0.841938775510204"	"-0.119795918367347"	"-0.640816326530612"	"-0.22765306122449"	"0.0466326530612245"	"Basal"	"1"	"66.3471315651861"	"high"	"0.545892089864351"	"67.7004857092794"	"high"	NA	"-0.611829748546007"
"S153"	"-0.301608643457383"	"0.20422569027611"	"-0.122689075630252"	"0.681152460984394"	"-0.59202881152461"	"LumB"	"1"	"59.1537288491491"	"high"	"0.436033637955686"	"65.5657930833787"	"high"	"1.89196630672492"	"-0.542969053884439"
"S154"	"0.212388955582233"	"0.561488595438175"	"-0.489555822328932"	"0.0176230492196879"	"-0.308331332533013"	"Her2"	"1"	"71.05234991478"	"high"	"0.279870130861424"	"62.4546128760517"	"high"	"-3.82800544843193"	"2.9539052836234"
"S155"	"-0.360192076830732"	"0.624969987995198"	"-0.148523409363746"	"0.720144057623049"	"-0.649939975990396"	"LumB"	"1"	"66.7575304399972"	"high"	"0.502821209157966"	"72.1743651459896"	"high"	"0.706641804210156"	"-0.0590528312276801"
"S156"	"0.732857142857143"	"-0.138061224489796"	"-0.407448979591837"	"-0.32469387755102"	"0.165816326530612"	"Basal"	"1"	"54.2423490490996"	"high"	"-0.0258905007744964"	"41.616723184908"	"med"	NA	"-1.21793771373636"
"S157"	"-0.0634333733493397"	"0.75202881152461"	"-0.242737094837935"	"0.37671068427371"	"-0.471980792316927"	"Her2"	"1"	"68.2537683527999"	"high"	"0.149130307224327"	"58.1517945753971"	"high"	"-3.07333980080352"	"2.54049436647431"
"S158"	"0.176374549819928"	"0.683361344537815"	"-0.36422569027611"	"0.129795918367347"	"-0.226314525810324"	"Her2"	"1"	"69.3417847723183"	"high"	"0.218280222738111"	"60.2466214234308"	"high"	"-3.20153594015956"	"2.09277183008208"
"S159"	"0.645042016806723"	"-0.0394237695078031"	"-0.50828331332533"	"-0.375750300120048"	"0.0789915966386555"	"Basal"	"1"	"58.5803059208248"	"high"	"0.181523625898947"	"51.5222757268313"	"med"	"-3.69863095521221"	"-0.363709287987223"
"S160"	"0.68765306122449"	"-0.264285714285714"	"-0.38469387755102"	"-0.209285714285714"	"0.125612244897959"	"Basal"	"1"	"53.1536305815126"	"high"	"0.152677709077372"	"48.120389204974"	"med"	"-2.74750926396223"	"-0.377442999742619"
"S161"	"0.397743097238896"	"0.434045618247299"	"-0.585594237695078"	"0.176758703481393"	"-0.281056422569028"	"Her2"	"1"	"76.7433623229433"	"high"	"0.696261693358917"	"79.9780872444072"	"high"	"-3.99158109049164"	"-0.395384764334245"
"S162"	"0.41530612244898"	"0.0851020408163265"	"-0.603979591836735"	"-0.123979591836735"	"-0.122142857142857"	"Basal"	"1"	"67.445745320048"	"high"	"0.768367079632701"	"78.4655583669144"	"high"	"-2.54717161562902"	"-1.89419572523299"
"S163"	"0.532506431142114"	"-0.0682194580923195"	"-0.390922865741835"	"-0.505796540008861"	"0.131435216262578"	"Basal"	"1"	"50.5609696623452"	"med"	"0.136663966427655"	"47.4447594094606"	"med"	"-2.52029437975248"	"-1.01010822135939"
"S164"	"0.261054579093432"	"0.237742830712303"	"-0.14572926302806"	"-0.171261177921677"	"0.0448350292938637"	"Basal"	"0.92"	"49.1337459295859"	"med"	"-0.145181082091171"	"37.9394247313913"	"med"	"-2.53294081746139"	"3.25770342809882"
"S165"	"0.335432045158489"	"0.0690403821102909"	"-0.5412505427703"	"0.035497177594442"	"-0.233391228831958"	"Basal"	"0.98"	"66.8808867749227"	"high"	"0.597388000084162"	"71.7579371970305"	"high"	"-4.10281163819682"	"-2.08686447525057"
"S166"	"0.189627851140456"	"0.742521008403361"	"-0.589819927971188"	"0.300552220888355"	"-0.497911164465786"	"Her2"	"1"	"82.4821212349975"	"high"	"0.541327703424981"	"77.1090443530437"	"high"	"-3.93621239513323"	"2.47814307801651"
"S167"	"-0.269387755102041"	"0.583877551020408"	"-0.273469387755102"	"0.412142857142857"	"-0.527040816326531"	"Her2"	"1"	"66.6338131132053"	"high"	"0.448135845479411"	"69.2624046359019"	"high"	"-0.98694191443144"	"0.00259153942367899"
"S168"	"0.777289546716004"	"-0.171369102682701"	"-0.497571692876966"	"-0.122224791859389"	"0.0274051803885291"	"Basal"	"1"	"61.0954037767318"	"high"	"0.648296981659437"	"70.3743638056393"	"high"	"-2.38898868994219"	"-0.239885248254733"
"S169"	"-0.120672268907563"	"0.738583433373349"	"-0.169075630252101"	"0.328403361344538"	"-0.376806722689076"	"Her2"	"1"	"63.911746971937"	"high"	"0.112152229148065"	"55.4708623749638"	"high"	"-2.8194664454503"	"3.20860489487048"
"S170"	"0.647201665124884"	"0.0543478260869565"	"-0.704324699352451"	"0.0708834412580944"	"-0.230342275670675"	"Basal"	"1"	"75.5613614315449"	"high"	"0.738760344732518"	"79.2652266439307"	"high"	NA	"-1.87288324445709"
"S171"	"0.233201581027668"	"0.227272727272727"	"-0.51501976284585"	"0.174835309617918"	"-0.328985507246377"	"Basal"	"0.88"	"69.937897256452"	"high"	"0.835404956665857"	"83.0521875472672"	"high"	"-3.92727690441217"	"-0.510139994330208"
"S172"	"0.0437755102040816"	"0.00214285714285714"	"-0.116836734693878"	"0.352959183673469"	"-0.246734693877551"	"LumB"	"0.99"	"52.1700410248499"	"med"	"0.189146070484094"	"52.0789369589668"	"med"	"0.765841239052101"	"1.22905166589813"
"S173"	"0.814165666266507"	"-0.246290516206483"	"-0.480144057623049"	"-0.436926770708283"	"0.263769507803121"	"Basal"	"1"	"54.1944557438034"	"high"	"0.133561409074094"	"47.2386687046933"	"med"	"-3.285458923315"	"-0.868967717894423"
"S174"	"-0.151980792316927"	"0.729459783913565"	"-0.165522208883553"	"0.0885954381752701"	"-0.288739495798319"	"Her2"	"1"	"59.4656015939552"	"high"	"-0.0571596338404909"	"47.2251122545551"	"med"	"-3.28157442542957"	"2.94311555177742"
"S175"	"0.374885954381753"	"0.312268907563025"	"-0.641488595438175"	"0.150060024009604"	"-0.319567827130852"	"Basal"	"0.99"	"76.7146299464162"	"high"	"0.761995652170354"	"82.0773023521058"	"high"	"-1.02071234618321"	"-1.13304251077396"
"S176"	"-0.232069071847055"	"0.31581868640148"	"-0.0759173604687018"	"0.279062596361394"	"-0.314461917977182"	"Her2"	"0.97"	"52.4724974627705"	"med"	"0.229097868061912"	"55.3678674397163"	"high"	"-1.41428385660562"	"-1.464470602544"
"S177"	"0.636530612244898"	"-0.0286734693877551"	"-0.705204081632653"	"-0.126428571428571"	"-0.116632653061224"	"Basal"	"1"	"71.0279326278511"	"high"	"0.681215982240118"	"75.1628244924073"	"high"	"-3.3948120925923"	"-1.76749424744082"
"S178"	"0.165138055222089"	"-0.0763985594237695"	"-0.0530612244897959"	"0.0632412965186074"	"-0.033469387755102"	"Basal"	"0.75"	"44.1309593381823"	"med"	"0.125092259124123"	"46.4790948646523"	"med"	"2.79952529522244"	"-1.64497382692239"
"S179"	"0.798211532531606"	"-0.0567992599444958"	"-0.590255935861856"	"-0.495775516497071"	"0.129078014184397"	"Basal"	"1"	"60.4751918445158"	"high"	"0.255439410312548"	"54.5284717781656"	"high"	"-2.58352655614418"	"-0.890682184360518"
"S180"	"-0.124897959183673"	"0.180504201680672"	"-0.28374549819928"	"0.660888355342137"	"-0.563697478991597"	"LumB"	"1"	"66.0186061338606"	"high"	"0.502293526139462"	"69.6772980338642"	"high"	"0.399470136686676"	"-0.212705000433802"
"S181"	"0.642833133253301"	"-0.165330132052821"	"-0.347611044417767"	"-0.490708283313325"	"0.258103241296519"	"Basal"	"1"	"48.1399829536897"	"med"	"0.0675251220306343"	"43.4910737411789"	"med"	"-2.4929628852905"	"0.825664634100816"
"S182"	"0.833240826395313"	"-0.147209374036386"	"-0.655997533148319"	"-0.268085106382979"	"0.0917052112241751"	"Basal"	"1"	"65.8552072534872"	"high"	"0.583969639652087"	"68.929804205413"	"high"	"-2.11207463044179"	"-1.21102538603363"
"S183"	"0.903386886669561"	"-0.237190620929223"	"-0.606165870603561"	"-0.219713417281806"	"-0.00488493269648285"	"Basal"	"1"	"63.6260446026921"	"high"	"0.592119340079067"	"68.2368398734286"	"high"	NA	"-0.830249971936438"
"S184"	"0.773163265306122"	"-0.0573469387755102"	"-0.652857142857143"	"-0.184795918367347"	"-0.0524489795918367"	"Basal"	"1"	"68.1381845102041"	"high"	"0.685732485123166"	"74.1693649582735"	"high"	"-3.90323553149094"	"-1.13531675486428"
"S185"	"0.177719087635054"	"0.365666266506603"	"-0.678655462184874"	"0.478031212484994"	"-0.611428571428571"	"LumB"	"1"	"83.54608138075"	"high"	"1.07488200201152"	"97.3146075847428"	"high"	"0.301242092699503"	"-0.802434018199457"
"S186"	"0.726770708283313"	"0.106074429771909"	"-0.770180072028811"	"-0.0667947178871549"	"-0.156302521008403"	"Basal"	"1"	"77.1419093749311"	"high"	"0.505685173733351"	"70.333491227068"	"high"	"-3.47267563039198"	"-1.46196072074434"
"S187"	"0.744246634824142"	"-0.28419452887538"	"-0.42748588797221"	"-0.30362570560139"	"0.172709509335649"	"Basal"	"1"	"53.3383216509157"	"high"	"0.250846349980733"	"51.7929129697984"	"med"	"-3.82077305471596"	"-1.1737149046217"
"S188"	"0.751356542617047"	"0.0346218487394958"	"-0.762593037214886"	"-0.0750540216086435"	"-0.0981992797118848"	"Basal"	"1"	"75.7630752111292"	"high"	"0.638094473787883"	"74.8891550985624"	"high"	"-2.30432164985887"	"-1.64146774815241"
"S189"	"0.808877551020408"	"-0.0914285714285714"	"-0.605816326530612"	"-0.193265306122449"	"0.0236734693877551"	"Basal"	"1"	"65.7235763647059"	"high"	"0.312673951067786"	"58.4551041615825"	"high"	"-3.83831796019911"	"-0.975507812589124"
"S190"	"0.808877551020408"	"-0.0914285714285714"	"-0.605816326530612"	"-0.193265306122449"	"0.0236734693877551"	"Basal"	"1"	"65.7235763647059"	"high"	"0.324060019841324"	"58.9085531959413"	"high"	"-3.82918560865959"	"-0.964821142297529"
"S191"	"0.444609843937575"	"0.503769507803121"	"-0.699015606242497"	"0.0211764705882353"	"-0.301608643457383"	"Her2"	"1"	"80.0982949127887"	"high"	"0.672478822696389"	"79.960070767323"	"high"	"-4.0242229576136"	"-0.699480057377146"
"S192"	"0.832220888355342"	"-0.153421368547419"	"-0.463337334933974"	"-0.487442977190876"	"0.251668667466987"	"Basal"	"1"	"54.1045903723748"	"high"	"0.120743625019329"	"47.001185090887"	"med"	"-3.29919580006133"	"-0.339806040135402"
"S193"	"0.893775510204082"	"-0.181020408163265"	"-0.584387755102041"	"-0.441326530612245"	"0.18530612244898"	"Basal"	"1"	"59.7937984810324"	"high"	"0.453433477965695"	"61.6418080185182"	"high"	"-3.53947275515059"	"-0.910188157528386"
"S194"	"0.759327731092437"	"0.114045618247299"	"-0.723697478991597"	"-0.190012004801921"	"-0.0695798319327731"	"Basal"	"1"	"73.4328331987289"	"high"	"0.570831215186323"	"71.7535838362029"	"high"	"-2.35967721539406"	"0.0636066378031514"
"S195"	"0.863367346938775"	"-0.158571428571429"	"-0.586020408163265"	"-0.311326530612245"	"0.159285714285714"	"Basal"	"1"	"62.2139161717887"	"high"	"0.325323920630738"	"57.4990443768942"	"high"	"-3.35912288848604"	"-0.738900295742603"
"S196"	"0.481296518607443"	"0.104249699879952"	"-0.615654261704682"	"0.265978391356543"	"-0.445954381752701"	"Basal"	"1"	"75.0580884940329"	"high"	"0.67631017158355"	"77.3428130820711"	"high"	"0.0250018328537837"	"-2.61958214192983"
"S197"	"0.786506602641056"	"0.0626650660264106"	"-0.769027611044418"	"-0.0187755102040816"	"-0.154285714285714"	"Basal"	"1"	"77.5562867593532"	"high"	"0.667887496722038"	"76.6989817354987"	"high"	"-2.40771273969566"	"-1.09366637370914"
"S198"	"0.782551020408163"	"-0.230612244897959"	"-0.451122448979592"	"-0.360918367346939"	"0.219285714285714"	"Basal"	"1"	"54.335741110084"	"high"	"0.0546413690326132"	"44.3432496092475"	"med"	"-3.39886851881479"	"-0.234851375093781"
"S199"	"0.830492196878752"	"-0.167539015606242"	"-0.55812725090036"	"-0.452292917166867"	"0.171764705882353"	"Basal"	"1"	"58.4061099740979"	"high"	"0.401537666690103"	"59.3341537812845"	"high"	"-3.18582884037279"	"-0.458459936168233"
"S200"	"0.0804321728691477"	"0.389771908763505"	"-0.574645858343337"	"0.706986794717887"	"-0.696134453781513"	"LumB"	"1"	"82.9346703265024"	"high"	"0.857018637574152"	"89.0101490825986"	"high"	"0.321640545869828"	"-1.6251509729522"
